IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type,CrashOnSameIP
400ff8,rcx,265635,9553,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,0.128415,51.69491525423729,48.30508474576271,FP,0.3530895334174023
4012eb,rcx,307230,4242,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,0.148726,52.10084033613445,47.89915966386555,CONDITION,0.39040207522697795
400f19,rcx,331875,13623,crash,<alloc_1d_dbl>,test,"test, %rax,%rax",0,1,0.16076,52.5,47.5,CONDITION,0.39285714285714285
400ff1,rbx,342127,12195,crash,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",0,1,0.165766,52.06611570247934,47.93388429752066,CONVERT,0.3741851368970013
400cc2,rbp,352327,6564,crash,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",0,1,0.170747,52.459016393442624,47.540983606557376,DATAXFER,0.37037037037037035
400ff5,rdx,353463,1792,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,0.171301,52.03252032520325,47.96747967479675,CONDITION,0.3639896373056995
400fe0,xmm0,358303,7595,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,0.173665,52.41935483870968,47.58064516129032,DATAXFER,0.36540962288686607
400cb5,xmm1,364270,11272,crash,<bpnn_adjust_weights._omp_fn.1>,movss,"movss, (%r10,%rax,4),%xmm1",0,1,0.176578,52.8,47.2,DATAXFER,0.391304347826087
400ff1,rflags,367861,13535,crash,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",0,1,0.178332,52.38095238095238,47.61904761904762,CONVERT,0.3741851368970013
400ce1,rdi,374019,4280,crash,<bpnn_adjust_weights._omp_fn.1>,cvtps2pd,"cvtps2pd, %xmm1,%xmm1",0,1,0.181339,52.75590551181102,47.24409448818898,CONVERT,0.36065573770491804
400fe4,rdx,394608,7693,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,0.191392,52.34375,47.65625,INTEGER,0.37659033078880405
4011fc,rcx,423104,6590,crash,<bpnn_free>,mov,"mov, (%rax,%rbp,8),%rdi",0,1,0.205307,52.713178294573645,47.28682170542636,DATAXFER,0.4791666666666667
400ccc,rflags,501283,702,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,0.243481,52.30769230769231,47.69230769230769,INTEGER,0.3616600790513834
400fe8,rdx,524829,2392,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,0.254979,52.67175572519084,47.32824427480916,INTEGER,0.39768339768339767
4012eb,rflags,560484,540,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,0.272389,52.27272727272727,47.72727272727273,CONDITION,0.39040207522697795
400fe0,rbp,588251,2000,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,0.285948,51.8796992481203,48.1203007518797,DATAXFER,0.36540962288686607
400cd2,rdi,605208,605,crash,<bpnn_adjust_weights._omp_fn.1>,cvtps2pd,"cvtps2pd, %xmm1,%xmm1",0,1,0.294228,52.23880597014925,47.76119402985075,CONVERT,0.4230769230769231
401216,rdx,638757,7715,crash,<bpnn_free>,cmp,"cmp, %ebp,%r13d",0,1,0.31061,51.851851851851855,48.14814814814815,CONDITION,0.30434782608695654
400fd0,rax,651000,3341,masked,<bpnn_randomize_weights>,test,"test, %r12d,%r12d",1,0,0.316588,51.47058823529412,48.52941176470589,CONDITION,0.2916666666666667
400ff8,xmm0,670699,12903,crash,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",0,1,0.326207,51.09489051094891,48.90510948905109,FP,0.3530895334174023
400fe8,rflags,672012,1577,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,0.326848,50.72463768115942,49.27536231884058,INTEGER,0.39768339768339767
400ff8,rcx,724497,9804,crash,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",0,1,0.352476,51.07913669064748,48.92086330935252,FP,0.3530895334174023
400fe4,rbp,737786,6313,crash,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",0,1,0.358965,50.71428571428572,49.285714285714285,INTEGER,0.37659033078880405
4012eb,rcx,742536,12878,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,0.361284,50.354609929078016,49.645390070921984,CONDITION,0.39040207522697795
400d98,rax,750412,7584,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,0.36513,50.0,50.0,DATAXFER,0.4327956989247312
400cbe,rax,754936,2776,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,0.367339,50.34965034965035,49.65034965034965,INTEGER,0.41434262948207173
400ff1,rbx,760160,5902,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,0.36989,50.69444444444444,49.30555555555556,CONVERT,0.3741851368970013
400fe8,rbp,773450,8436,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,0.37638,51.03448275862069,48.96551724137931,INTEGER,0.39768339768339767
400fe8,rax,775017,10917,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,0.377145,51.36986301369863,48.63013698630137,INTEGER,0.39768339768339767
401d51,rdx,779737,6221,masked,<load>,mulss,"mulss, 0x337(%rip),%xmm0",1,0,0.37945,51.02040816326531,48.97959183673469,FP,0.3269230769230769
400ff8,rflags,783729,10350,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,0.381399,50.67567567567568,49.32432432432432,FP,0.3530895334174023
400cc5,rflags,792880,2460,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",0,1,0.385867,50.33557046979866,49.66442953020134,INTEGER,0.41252699784017277
400cbe,rbx,809458,7281,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,0.393962,50.66666666666666,49.333333333333336,INTEGER,0.41434262948207173
400ff8,xmm0,814125,586,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,0.396241,50.99337748344371,49.00662251655629,FP,0.3530895334174023
400ff1,xmm0,830501,13479,crash,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",0,1,0.404237,51.31578947368421,48.68421052631579,CONVERT,0.3741851368970013
4012eb,rflags,835161,13590,crash,<bpnn_create>,cmp,"cmp, %ecx,%ebx",0,1,0.406513,50.98039215686274,49.01960784313726,CONDITION,0.39040207522697795
400fe0,xmm0,909344,12469,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,0.442736,51.298701298701296,48.701298701298704,DATAXFER,0.36540962288686607
4012eb,xmm0,937843,13211,crash,<bpnn_create>,cmp,"cmp, %ecx,%ebx",0,1,0.456652,51.61290322580645,48.38709677419355,CONDITION,0.39040207522697795
400f78,rdx,952741,9347,masked,<alloc_2d_dbl>,xor,"xor, %eax,%eax",1,0,0.463927,51.282051282051285,48.71794871794872,LOGICAL,0.36
400da6,rflags,1077063,12708,masked,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",1,0,0.524633,51.59235668789809,48.40764331210191,INTEGER,0.390625
400fe4,rdx,1101791,11719,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,0.536708,51.89873417721519,48.10126582278481,INTEGER,0.37659033078880405
4012eb,rdx,1102496,4329,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,0.537052,52.20125786163522,47.79874213836478,CONDITION,0.39040207522697795
401d64,rax,1146743,3577,crash,<load>,cmp,"cmp, %ebx,%ebp",0,1,0.558657,51.875,48.125,CONDITION,0.42105263157894735
400ff8,rflags,1173296,11325,crash,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",0,1,0.571623,52.17391304347826,47.82608695652174,FP,0.3530895334174023
400ff5,rflags,1180255,1704,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,0.575021,52.46913580246913,47.53086419753087,CONDITION,0.3639896373056995
400fe0,rflags,1180667,1592,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,0.575222,52.14723926380368,47.85276073619632,DATAXFER,0.36540962288686607
400fe4,rflags,1182220,8375,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,0.575981,51.829268292682926,48.170731707317074,INTEGER,0.37659033078880405
400d9c,rax,1210277,3726,crash,<bpnn_layerforward._omp_fn.0>,movss,"movss, (%rdx,%rbx,1),%xmm0",0,1,0.589681,51.51515151515152,48.48484848484848,DATAXFER,0.38
400daa,rcx,1245323,6033,masked,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",1,0,0.606794,51.80722891566265,48.19277108433735,CONDITION,0.34408602150537637
400da6,rcx,1258013,1264,crash,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",0,1,0.61299,52.09580838323353,47.90419161676647,INTEGER,0.390625
400ff8,xmm0,1259942,12591,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,0.613932,51.785714285714285,48.21428571428572,FP,0.3530895334174023
401d60,rflags,1282839,5207,masked,<load>,add,"add, $0x1,%rbx",1,0,0.625113,52.071005917159766,47.92899408284024,INTEGER,0.38636363636363635
400ff8,rbx,1299052,3384,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,0.633029,52.35294117647059,47.64705882352941,FP,0.3530895334174023
4012e7,rflags,1304417,9956,crash,<bpnn_create>,add,"add, $0x1,%rcx",0,1,0.635649,52.046783625731,47.953216374269005,INTEGER,0.36427566807313644
400fe4,rbp,1316067,10181,crash,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",0,1,0.641338,52.325581395348834,47.674418604651166,INTEGER,0.37659033078880405
4012eb,rax,1365974,432,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,0.665707,52.02312138728324,47.97687861271676,CONDITION,0.39040207522697795
400ff1,rflags,1369152,4474,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,0.667259,51.72413793103448,48.27586206896552,CONVERT,0.3741851368970013
400ff1,rbp,1381903,11334,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,0.673485,52.0,48.0,CONVERT,0.3741851368970013
400f89,rflags,1403662,1837,crash,<alloc_2d_dbl>,cmp,"cmp, %r12,%rbx",0,1,0.68411,52.27272727272727,47.72727272727273,CONDITION,0.4431818181818182
400ccc,rflags,1463474,13420,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",0,1,0.713316,51.9774011299435,48.0225988700565,INTEGER,0.3616600790513834
400cd0,rcx,1472466,4745,crash,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",0,1,0.717707,51.68539325842696,48.31460674157304,CONDITION,0.37467018469656993
400f89,rax,1488391,7399,crash,<alloc_2d_dbl>,cmp,"cmp, %r12,%rbx",0,1,0.725483,51.39664804469274,48.60335195530726,CONDITION,0.4431818181818182
400cc5,rbx,1507714,5972,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",1,0,0.734918,51.11111111111112,48.888888888888886,INTEGER,0.41252699784017277
400fe4,xmm0,1510241,4146,crash,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",0,1,0.736152,50.82872928176796,49.17127071823205,INTEGER,0.37659033078880405
400fe8,rbx,1535264,544,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,0.748371,51.0989010989011,48.9010989010989,INTEGER,0.39768339768339767
400fe0,rbx,1542373,12576,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,0.751842,51.36612021857923,48.63387978142077,DATAXFER,0.36540962288686607
400ff5,xmm0,1569496,12567,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,0.765086,51.630434782608695,48.369565217391305,CONDITION,0.3639896373056995
400fe0,rbx,1618081,7678,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,0.78881,51.891891891891895,48.108108108108105,DATAXFER,0.36540962288686607
400f19,rbx,1618833,8807,crash,<alloc_1d_dbl>,test,"test, %rax,%rax",0,1,0.789177,51.61290322580645,48.38709677419355,CONDITION,0.39285714285714285
400cbb,rbx,1643774,11843,masked,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rdx",1,0,0.801356,51.33689839572192,48.66310160427808,DATAXFER,0.3793103448275862
400ff5,rcx,1658413,825,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,0.808504,51.59574468085106,48.40425531914894,CONDITION,0.3639896373056995
400ff5,rdi,1659042,4319,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,0.808811,51.32275132275132,48.67724867724868,CONDITION,0.3639896373056995
400fe4,rax,1664179,6831,crash,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",0,1,0.81132,51.578947368421055,48.42105263157895,INTEGER,0.37659033078880405
400cc2,xmm0,1700521,4393,masked,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",1,0,0.829065,51.832460732984295,48.167539267015705,DATAXFER,0.37037037037037035
4012eb,rbx,1705893,6740,crash,<bpnn_create>,cmp,"cmp, %ecx,%ebx",0,1,0.831689,52.083333333333336,47.91666666666666,CONDITION,0.39040207522697795
4012eb,rcx,1714522,5800,crash,<bpnn_create>,cmp,"cmp, %ecx,%ebx",0,1,0.835902,51.81347150259067,48.18652849740933,CONDITION,0.39040207522697795
4012e7,rcx,1720981,3479,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,0.839056,52.06185567010309,47.93814432989691,INTEGER,0.36427566807313644
400da1,rcx,1729345,885,masked,<bpnn_layerforward._omp_fn.0>,mulss,"mulss, (%rsi,%rax,4),%xmm0",1,0,0.84314,51.7948717948718,48.20512820512821,FP,0.4230769230769231
400cbe,rflags,1737965,12525,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,0.847349,51.53061224489796,48.46938775510204,INTEGER,0.41434262948207173
400ff5,xmm0,1746885,6711,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,0.851705,51.776649746192895,48.22335025380711,CONDITION,0.3639896373056995
400daa,rdx,1755618,13389,masked,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",1,0,0.855969,52.02020202020202,47.97979797979798,CONDITION,0.34408602150537637
400f11,rdx,1779909,1588,masked,<alloc_1d_dbl>,shl,"shl, $0x2,%edi",1,0,0.86783,51.75879396984924,48.24120603015076,SHIFT,0.40963855421686746
400cbb,rdx,1790588,4686,crash,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rdx",0,1,0.873045,52.0,48.0,DATAXFER,0.3793103448275862
401007,rdx,1793902,9747,masked,<bpnn_randomize_weights>,add,"add, $0x1,%r14",1,0,0.874663,51.74129353233831,48.25870646766169,INTEGER,0.37142857142857144
401d60,rdx,1800443,3781,masked,<load>,add,"add, $0x1,%rbx",1,0,0.877857,52.23880597014925,47.76119402985075,INTEGER,0.38636363636363635
400d98,rbp,1804261,7617,masked,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",1,0,0.879721,52.23880597014925,47.76119402985075,DATAXFER,0.4327956989247312
4012eb,rax,1815221,6791,crash,<bpnn_create>,cmp,"cmp, %ecx,%ebx",0,1,0.885073,52.23880597014925,47.76119402985075,CONDITION,0.39040207522697795
400cc5,rax,1820600,2889,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",1,0,0.8877,52.23880597014925,47.76119402985075,INTEGER,0.41252699784017277
400d98,rsp,1842790,3408,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,0.898535,52.23880597014925,47.76119402985075,DATAXFER,0.4327956989247312
4012e7,rdx,1843994,5323,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,0.899123,52.23880597014925,47.76119402985075,INTEGER,0.36427566807313644
400d98,rax,1848892,1468,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,0.901515,52.23880597014925,47.76119402985075,DATAXFER,0.4327956989247312
400ccc,rbp,1856195,6435,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,0.905081,52.23880597014925,47.76119402985075,INTEGER,0.3616600790513834
4012e7,rflags,1858478,11371,crash,<bpnn_create>,add,"add, $0x1,%rcx",0,1,0.906195,52.7363184079602,47.2636815920398,INTEGER,0.36427566807313644
400ce4,rbp,1868041,10940,crash,<bpnn_adjust_weights._omp_fn.1>,mulsd,"mulsd, %xmm2,%xmm1",0,1,0.910865,52.7363184079602,47.2636815920398,FP,0.3877551020408163
400fe8,rbp,1898466,13485,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,0.925721,52.7363184079602,47.2636815920398,INTEGER,0.39768339768339767
400ff5,rflags,1913460,3278,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,0.933043,52.7363184079602,47.2636815920398,CONDITION,0.3639896373056995
400cd0,xmm0,1935263,11954,masked,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,0.943689,53.233830845771145,46.766169154228855,CONDITION,0.37467018469656993
4012eb,rflags,1957048,2029,crash,<bpnn_create>,cmp,"cmp, %ecx,%ebx",0,1,0.954327,53.73134328358209,46.26865671641791,CONDITION,0.39040207522697795
400cc2,rflags,1980023,7192,masked,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",1,0,0.965545,53.73134328358209,46.26865671641791,DATAXFER,0.37037037037037035
400fe0,rdx,2034130,12826,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,0.991966,54.22885572139303,45.77114427860697,DATAXFER,0.36540962288686607
400ff1,rcx,2036843,5685,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,0.99329,54.22885572139303,45.77114427860697,CONVERT,0.3741851368970013
400ff8,rbp,2056439,323,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,1.002859,54.22885572139303,45.77114427860697,FP,0.3530895334174023
400ff8,rax,2060290,7665,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,1.00474,54.22885572139303,45.77114427860697,FP,0.3530895334174023
400cec,rax,2110390,6659,crash,<bpnn_adjust_weights._omp_fn.1>,movss,"movss, (%rcx),%xmm1",0,1,1.029203,54.72636815920398,45.27363184079602,DATAXFER,0.4444444444444444
400ff8,rbx,2118918,5611,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,1.033367,55.223880597014926,44.776119402985074,FP,0.3530895334174023
400fe8,xmm1,2119088,4142,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,1.03345,55.72139303482587,44.27860696517413,INTEGER,0.39768339768339767
400cbb,rflags,2133985,5968,masked,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rdx",1,0,1.040725,55.72139303482587,44.27860696517413,DATAXFER,0.3793103448275862
400ff1,rbx,2164665,4028,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,1.055706,55.72139303482587,44.27860696517413,CONVERT,0.3741851368970013
400ccc,rdx,2165588,2675,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",0,1,1.056156,56.21890547263681,43.78109452736319,INTEGER,0.3616600790513834
400fe4,rflags,2190494,13529,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,1.068318,56.21890547263681,43.78109452736319,INTEGER,0.37659033078880405
400cd0,xmm0,2200148,2828,crash,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",0,1,1.073032,56.71641791044776,43.28358208955224,CONDITION,0.37467018469656993
400fe4,rax,2229788,9522,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,1.087505,56.21890547263681,43.78109452736319,INTEGER,0.37659033078880405
400d98,rbx,2244734,3216,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,1.094803,56.21890547263681,43.78109452736319,DATAXFER,0.4327956989247312
400fe8,rflags,2252654,6084,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,1.09867,55.72139303482587,44.27860696517413,INTEGER,0.39768339768339767
400ff8,xmm0,2265382,6805,crash,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",0,1,1.104885,55.223880597014926,44.776119402985074,FP,0.3530895334174023
400f21,rbp,2268924,8797,crash,<alloc_1d_dbl>,mov,"mov, %rbx,%rax",0,1,1.106615,55.223880597014926,44.776119402985074,DATAXFER,0.39285714285714285
400cbe,rflags,2288966,2874,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,1.116401,55.223880597014926,44.776119402985074,INTEGER,0.41434262948207173
4012e7,rflags,2288996,13409,crash,<bpnn_create>,add,"add, $0x1,%rcx",0,1,1.116416,55.223880597014926,44.776119402985074,INTEGER,0.36427566807313644
400cbe,rbp,2306034,5535,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",0,1,1.124736,55.223880597014926,44.776119402985074,INTEGER,0.41434262948207173
400d98,rax,2311667,5102,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,1.127486,54.72636815920398,45.27363184079602,DATAXFER,0.4327956989247312
400cc2,xmm0,2323193,8789,crash,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",0,1,1.133114,55.223880597014926,44.776119402985074,DATAXFER,0.37037037037037035
400f11,rdi,2329910,9009,masked,<alloc_1d_dbl>,shl,"shl, $0x2,%edi",1,0,1.136394,55.72139303482587,44.27860696517413,SHIFT,0.40963855421686746
400fe0,rflags,2372231,1026,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,1.157059,55.72139303482587,44.27860696517413,DATAXFER,0.36540962288686607
400ff8,xmm0,2435350,6929,crash,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",0,1,1.18788,55.72139303482587,44.27860696517413,FP,0.3530895334174023
400fe0,rsp,2461203,2795,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,1.200504,55.223880597014926,44.776119402985074,DATAXFER,0.36540962288686607
400cbe,rcx,2487535,8958,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,1.213362,55.72139303482587,44.27860696517413,INTEGER,0.41434262948207173
400fe4,rdx,2508644,5125,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,1.223669,55.72139303482587,44.27860696517413,INTEGER,0.37659033078880405
400fe4,rbx,2515102,13620,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,1.226823,55.223880597014926,44.776119402985074,INTEGER,0.37659033078880405
4012e7,rcx,2515575,7605,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,1.227054,55.72139303482587,44.27860696517413,INTEGER,0.36427566807313644
400fe8,rflags,2516870,1353,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,1.227686,56.21890547263681,43.78109452736319,INTEGER,0.39768339768339767
400d98,rflags,2527723,13092,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,1.232986,56.21890547263681,43.78109452736319,DATAXFER,0.4327956989247312
