IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
400c73,rax,200311,3324,crash,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",0,1,0.315182,69.82758621,30.17241379,INTEGER
400b58,rdx,200662,4332,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",0,1,0.315773,70.08547009,29.91452991,DATAXFER
400c7f,rax,203751,2978,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%edx",1,0,0.320972,70.33898305,29.66101695,INTEGER
400c88,rdx,204363,1978,masked,<_Z7runTestiPPc>,add,"add, %r9,%rsi",1,0,0.322002,69.74789916,30.25210084,INTEGER
400b63,rflags,219132,4475,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,0.34686,70,30,INTEGER
400c6c,r15,231430,1550,masked,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%r8,4),%r15d",1,0,0.367559,69.4214876,30.5785124,DATAXFER
400c91,rdx,264396,3571,masked,<_Z7runTestiPPc>,cmp,"cmp, %r10d,%ecx",1,0,0.423044,69.67213115,30.32786885,CONDITION
400c71,rflags,276686,2207,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,0.443729,69.10569106,30.89430894,INTEGER
400c8e,rdx,295408,3381,masked,<_Z7runTestiPPc>,add,"add, %r9,%rax",1,0,0.47524,69.35483871,30.64516129,INTEGER
400b50,rdx,344730,1697,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,0.558254,68.8,31.2,DATAXFER
400b50,rax,361160,3912,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",0,1,0.585907,68.25396825,31.74603175,DATAXFER
400c73,rax,366445,68,crash,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",0,1,0.594802,67.71653543,32.28346457,INTEGER
400b58,rflags,373150,3313,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",1,0,0.606087,67.1875,32.8125,DATAXFER
400c79,rdx,377018,2754,masked,<_Z7runTestiPPc>,cmovl,"cmovl, %edx,%r15d",1,0,0.612598,67.44186047,32.55813953,DATAXFER
400c84,r15,394692,4773,crash,<_Z7runTestiPPc>,cmovge,"cmovge, %r15d,%edx",0,1,0.642345,67.69230769,32.30769231,UnKnown
400a2b,r15,418409,4753,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,0.682263,67.17557252,32.82442748,CONDITION
400c7d,rflags,427042,4505,masked,<_Z7runTestiPPc>,mov,"mov, (%rax),%edx",1,0,0.696793,67.42424242,32.57575758,DATAXFER
400c71,rdx,428580,4854,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,0.699382,66.91729323,33.08270677,INTEGER
400c88,r15,443572,2003,masked,<_Z7runTestiPPc>,add,"add, %r9,%rsi",1,0,0.724615,67.1641791,32.8358209,INTEGER
400b58,r15,446561,865,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",1,0,0.729645,67.40740741,32.59259259,DATAXFER
400a27,rdx,456271,612,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,0.745988,67.64705882,32.35294118,INTEGER
400a2b,rflags,460284,1758,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,0.752742,67.15328467,32.84671533,CONDITION
400a27,rflags,462498,314,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,0.756469,67.39130435,32.60869565,INTEGER
400b50,rdx,469200,4873,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",0,1,0.767749,67.62589928,32.37410072,DATAXFER
400b50,rflags,476170,121,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",0,1,0.77948,67.85714286,32.14285714,DATAXFER
400b58,rax,481576,2791,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",0,1,0.788579,68.08510638,31.91489362,DATAXFER
400c7f,r15,487839,3864,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%edx",1,0,0.79912,68.30985915,31.69014085,INTEGER
400c6c,rax,496589,590,crash,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%r8,4),%r15d",0,1,0.813847,68.53146853,31.46853147,DATAXFER
400b63,rsi,507545,879,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,0.832287,68.75,31.25,INTEGER
400b55,rdx,516004,4356,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,0.846525,68.27586207,31.72413793,INTEGER
400c91,r15,523024,2178,crash,<_Z7runTestiPPc>,cmp,"cmp, %r10d,%ecx",0,1,0.85834,68.49315068,31.50684932,CONDITION
400b58,rdx,564652,724,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",0,1,0.928404,68.02721088,31.97278912,DATAXFER
400b63,rdx,610254,1824,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,1.005157,67.56756757,32.43243243,INTEGER
400c88,rcx,632883,816,crash,<_Z7runTestiPPc>,add,"add, %r9,%rsi",0,1,1.043244,67.7852349,32.2147651,INTEGER
400b58,rflags,638895,3418,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",1,0,1.053362,68,32,DATAXFER
400c79,rdx,639011,6,masked,<_Z7runTestiPPc>,cmovl,"cmovl, %edx,%r15d",1,0,1.053558,68.21192053,31.78807947,DATAXFER
400c7f,r15,656066,4450,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%edx",1,0,1.082263,67.76315789,32.23684211,INTEGER
400a27,rdx,657979,2398,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,1.085483,67.97385621,32.02614379,INTEGER
400b55,rax,663310,260,crash,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",0,1,1.094455,68.18181818,31.81818182,INTEGER
400c8e,rflags,670361,2796,masked,<_Z7runTestiPPc>,add,"add, %r9,%rax",1,0,1.106323,68.38709677,31.61290323,INTEGER
400c67,r15,671538,1209,masked,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%rdi,4),%edx",1,0,1.108304,67.94871795,32.05128205,DATAXFER
400a2b,rflags,683135,3487,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,1.127823,68.15286624,31.84713376,CONDITION
400a27,rdx,703457,72,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,1.162027,67.72151899,32.27848101,INTEGER
400c67,rax,705813,1367,crash,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%rdi,4),%edx",0,1,1.165992,67.9245283,32.0754717,DATAXFER
400b55,rax,712920,3509,crash,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",0,1,1.177954,68.125,31.875,INTEGER
400b50,rdx,717993,69,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",0,1,1.186492,68.32298137,31.67701863,DATAXFER
400c60,rdx,742209,3050,masked,<_Z7runTestiPPc>,lea,"lea, (%rax,%r11,1),%r15",1,0,1.22725,67.90123457,32.09876543,INTEGER
400c7d,rdx,773033,3203,masked,<_Z7runTestiPPc>,mov,"mov, (%rax),%edx",1,0,1.27913,67.48466258,32.51533742,DATAXFER
400c71,rdx,786169,1071,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,1.301239,67.68292683,32.31707317,INTEGER
400b63,rdx,788975,3363,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,1.305962,67.87878788,32.12121212,INTEGER
400b55,rflags,800424,4673,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,1.325232,68.07228916,31.92771084,INTEGER
400b63,rcx,825247,4440,crash,<_Z7runTestiPPc>,add,"add, $0x4,%rax",0,1,1.367011,67.66467066,32.33532934,INTEGER
400c6c,rflags,826341,3813,masked,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%r8,4),%r15d",1,0,1.368853,67.85714286,32.14285714,DATAXFER
400c81,r15,827425,4704,crash,<_Z7runTestiPPc>,cmp,"cmp, %edx,%r15d",0,1,1.370677,68.04733728,31.95266272,CONDITION
400c73,r15,865702,3875,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",1,0,1.435101,68.23529412,31.76470588,INTEGER
400c60,rdx,883780,2025,masked,<_Z7runTestiPPc>,lea,"lea, (%rax,%r11,1),%r15",1,0,1.465528,67.83625731,32.16374269,INTEGER
400c8e,rcx,893896,541,masked,<_Z7runTestiPPc>,add,"add, %r9,%rax",1,0,1.482554,67.44186047,32.55813953,INTEGER
400c60,rdx,919969,4777,masked,<_Z7runTestiPPc>,lea,"lea, (%rax,%r11,1),%r15",1,0,1.526438,67.6300578,32.3699422,INTEGER
400a27,r15,922403,2938,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,1.530535,67.81609195,32.18390805,INTEGER
400c76,rsi,934073,1164,masked,<_Z7runTestiPPc>,cmp,"cmp, %edx,%r15d",1,0,1.550176,68,32,CONDITION
400b63,rsi,938947,4405,crash,<_Z7runTestiPPc>,add,"add, $0x4,%rax",0,1,1.55838,67.61363636,32.38636364,INTEGER
400c60,r15,941267,1590,masked,<_Z7runTestiPPc>,lea,"lea, (%rax,%r11,1),%r15",1,0,1.562285,67.79661017,32.20338983,INTEGER
400c73,rdx,955658,2475,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",1,0,1.586506,67.97752809,32.02247191,INTEGER
400b55,rax,971239,966,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,1.61273,68.15642458,31.84357542,INTEGER
400c67,rdx,975307,3397,masked,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%rdi,4),%edx",1,0,1.619577,68.33333333,31.66666667,DATAXFER
400b58,rsi,976989,2172,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",0,1,1.622408,68.50828729,31.49171271,DATAXFER
400a2b,rdx,982358,1456,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,1.631445,68.68131868,31.31868132,CONDITION
400a2b,rdx,1006314,206,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,1.671765,68.30601093,31.69398907,CONDITION
400c6c,rflags,1015160,4406,masked,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%r8,4),%r15d",1,0,1.686654,68.47826087,31.52173913,DATAXFER
400c71,rax,1022225,4401,crash,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",0,1,1.698545,68.64864865,31.35135135,INTEGER
400b58,rcx,1028914,1701,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",0,1,1.709803,68.8172043,31.1827957,DATAXFER
400c91,r15,1035623,1774,crash,<_Z7runTestiPPc>,cmp,"cmp, %r10d,%ecx",0,1,1.721095,68.98395722,31.01604278,CONDITION
400c7d,rflags,1038987,3647,masked,<_Z7runTestiPPc>,mov,"mov, (%rax),%edx",1,0,1.726757,69.14893617,30.85106383,DATAXFER
400a2b,rflags,1047482,466,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,1.741055,69.31216931,30.68783069,CONDITION
400c7f,rflags,1056060,3429,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%edx",1,0,1.755492,69.47368421,30.52631579,INTEGER
400c76,r15,1068889,719,masked,<_Z7runTestiPPc>,cmp,"cmp, %edx,%r15d",1,0,1.777085,69.63350785,30.36649215,CONDITION
400c76,rdx,1078943,1597,masked,<_Z7runTestiPPc>,cmp,"cmp, %edx,%r15d",1,0,1.794007,69.79166667,30.20833333,CONDITION
400c84,rdx,1083027,76,masked,<_Z7runTestiPPc>,cmovge,"cmovge, %r15d,%edx",1,0,1.800881,69.94818653,30.05181347,UnKnown
400a27,rax,1086511,2225,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,1.806745,70.10309278,29.89690722,INTEGER
400b67,rax,1113130,486,crash,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",0,1,1.851547,70.25641026,29.74358974,CONDITION
400c64,rflags,1117134,3725,masked,<_Z7runTestiPPc>,add,"add, $0x1,%ecx",1,0,1.858286,70.40816327,29.59183673,INTEGER
400b50,rdx,1170773,1089,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,1.948566,70.55837563,29.44162437,DATAXFER
400c7d,rdx,1218775,1639,crash,<_Z7runTestiPPc>,mov,"mov, (%rax),%edx",0,1,2.029358,70.2020202,29.7979798,DATAXFER
400c84,rdx,1234968,4066,masked,<_Z7runTestiPPc>,cmovge,"cmovge, %r15d,%edx",1,0,2.056612,70.35175879,29.64824121,UnKnown
400a2b,rdx,1235643,2053,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,2.057748,70.5,29.5,CONDITION
400c7d,rdx,1235651,4309,masked,<_Z7runTestiPPc>,mov,"mov, (%rax),%edx",1,0,2.057762,70.64676617,29.35323383,DATAXFER
400c84,rdx,1262722,1743,masked,<_Z7runTestiPPc>,cmovge,"cmovge, %r15d,%edx",1,0,2.103325,70.64676617,29.35323383,UnKnown
400c6c,rdx,1269854,3266,crash,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%r8,4),%r15d",0,1,2.115329,71.14427861,28.85572139,DATAXFER
400b50,rdx,1276325,4501,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,2.12622,71.14427861,28.85572139,DATAXFER
400c91,rdx,1280401,4522,masked,<_Z7runTestiPPc>,cmp,"cmp, %r10d,%ecx",1,0,2.133081,71.14427861,28.85572139,CONDITION
400b63,rcx,1285670,469,crash,<_Z7runTestiPPc>,add,"add, $0x4,%rax",0,1,2.141949,71.14427861,28.85572139,INTEGER
400c8e,rax,1294708,4940,masked,<_Z7runTestiPPc>,add,"add, %r9,%rax",1,0,2.157161,71.14427861,28.85572139,INTEGER
400c73,rdx,1296772,3687,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",1,0,2.160635,70.64676617,29.35323383,INTEGER
400b50,rflags,1343811,339,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,2.239806,70.64676617,29.35323383,DATAXFER
400c73,rdx,1356312,4887,crash,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",0,1,2.260846,70.64676617,29.35323383,INTEGER
400b50,rdx,1365711,247,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,2.276666,71.14427861,28.85572139,DATAXFER
400b63,rcx,1391463,2441,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,2.320009,71.14427861,28.85572139,INTEGER
400b55,rflags,1402551,3493,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,2.338671,71.14427861,28.85572139,INTEGER
400c71,rdx,1408295,1090,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,2.348339,70.64676617,29.35323383,INTEGER
400b73,rdx,1413744,4596,masked,<_Z7runTestiPPc>,cmp,"cmp, %r10d,%r12d",1,0,2.35751,70.14925373,29.85074627,CONDITION
400a27,rdx,1416165,4366,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,2.361585,70.14925373,29.85074627,INTEGER
400c73,rflags,1440870,4531,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",1,0,2.403166,70.14925373,29.85074627,INTEGER
400c7d,rflags,1442337,4699,masked,<_Z7runTestiPPc>,mov,"mov, (%rax),%edx",1,0,2.405635,70.64676617,29.35323383,DATAXFER
400a27,rdx,1451408,4981,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,2.420902,70.64676617,29.35323383,INTEGER
400c8e,rflags,1452345,2223,masked,<_Z7runTestiPPc>,add,"add, %r9,%rax",1,0,2.422479,70.64676617,29.35323383,INTEGER
400b55,rdx,1455205,3058,crash,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",0,1,2.427293,70.14925373,29.85074627,INTEGER
400b55,rflags,1485090,2160,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,2.477592,70.14925373,29.85074627,INTEGER
400b58,rcx,1487767,2447,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",0,1,2.482098,70.14925373,29.85074627,DATAXFER
400b50,rflags,1492714,2301,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,2.490424,70.14925373,29.85074627,DATAXFER
400a27,rdx,1498924,602,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,2.500876,69.65174129,30.34825871,INTEGER
400c73,rdx,1507761,4823,crash,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",0,1,2.51575,69.15422886,30.84577114,INTEGER
400b67,rdx,1537258,2574,crash,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",0,1,2.565396,69.65174129,30.34825871,CONDITION
400b63,rdx,1561910,4474,crash,<_Z7runTestiPPc>,add,"add, $0x4,%rax",0,1,2.606888,70.14925373,29.85074627,INTEGER
400b67,rdx,1563168,941,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,2.609005,70.14925373,29.85074627,CONDITION
400b50,rdx,1606761,2700,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,2.682377,70.14925373,29.85074627,DATAXFER
400c81,rdx,1620597,2681,crash,<_Z7runTestiPPc>,cmp,"cmp, %edx,%r15d",0,1,2.705664,70.64676617,29.35323383,CONDITION
400b55,rdx,1630000,4149,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,2.72149,70.64676617,29.35323383,INTEGER
400c8e,r15,1630760,3260,crash,<_Z7runTestiPPc>,add,"add, %r9,%rax",0,1,2.72277,70.64676617,29.35323383,INTEGER
400c7d,rdx,1631062,4739,masked,<_Z7runTestiPPc>,mov,"mov, (%rax),%edx",1,0,2.723278,70.64676617,29.35323383,DATAXFER
400b67,rflags,1635123,4760,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,2.730113,70.64676617,29.35323383,CONDITION
400b50,rdx,1649848,3707,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,2.754897,70.64676617,29.35323383,DATAXFER
400b50,rcx,1650207,1195,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",0,1,2.755501,71.14427861,28.85572139,DATAXFER
400c71,rflags,1652894,3567,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,2.760023,71.14427861,28.85572139,INTEGER
400c71,rdx,1670978,4904,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,2.79046,71.14427861,28.85572139,INTEGER
400c64,rdx,1682141,3371,masked,<_Z7runTestiPPc>,add,"add, $0x1,%ecx",1,0,2.809249,71.64179104,28.35820896,INTEGER
400b55,rdx,1689300,361,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,2.821298,72.13930348,27.86069652,INTEGER
400b67,rdx,1690819,308,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,2.823855,72.13930348,27.86069652,CONDITION
400c84,rflags,1693081,4646,masked,<_Z7runTestiPPc>,cmovge,"cmovge, %r15d,%edx",1,0,2.827662,72.13930348,27.86069652,UnKnown
400a2b,rflags,1695374,2566,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",1,0,2.831521,72.63681592,27.36318408,CONDITION
400a2b,r15,1703720,621,crash,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",0,1,2.845568,72.13930348,27.86069652,CONDITION
400a27,rdx,1708610,2982,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,2.853799,71.64179104,28.35820896,INTEGER
400b50,rdx,1713675,4817,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",0,1,2.862324,72.13930348,27.86069652,DATAXFER
400c67,rdx,1755884,380,crash,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%rdi,4),%edx",0,1,2.933366,72.63681592,27.36318408,DATAXFER
400b58,rflags,1758949,3346,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020a0(,%rdx,4),%edx",1,0,2.938524,72.13930348,27.86069652,DATAXFER
400a27,rdx,1770607,3625,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,2.958146,72.63681592,27.36318408,INTEGER
400c71,rdx,1785385,3486,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,2.983019,72.63681592,27.36318408,INTEGER
400b50,rdx,1797926,4649,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",0,1,3.004126,72.13930348,27.86069652,DATAXFER
400b67,rdx,1798962,935,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,3.00587,72.13930348,27.86069652,CONDITION
400c88,rdx,1803821,3199,masked,<_Z7runTestiPPc>,add,"add, %r9,%rsi",1,0,3.014048,72.63681592,27.36318408,INTEGER
400b67,rcx,1809036,4048,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,3.022826,72.63681592,27.36318408,CONDITION
400b63,rdx,1830766,148,crash,<_Z7runTestiPPc>,add,"add, $0x4,%rax",0,1,3.059399,72.13930348,27.86069652,INTEGER
400b50,rflags,1832277,2838,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,3.061943,72.13930348,27.86069652,DATAXFER
400c7f,rdx,1839125,2664,crash,<_Z7runTestiPPc>,sub,"sub, %ebx,%edx",0,1,3.073468,71.64179104,28.35820896,INTEGER
400c60,rdx,1840080,3389,masked,<_Z7runTestiPPc>,lea,"lea, (%rax,%r11,1),%r15",1,0,3.075076,71.64179104,28.35820896,INTEGER
400b67,rflags,1849725,4342,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,3.091309,71.64179104,28.35820896,CONDITION
400c71,rax,1875695,3622,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,3.135019,71.64179104,28.35820896,INTEGER
400a2b,rdx,1894347,4569,crash,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r15d",0,1,3.166413,72.13930348,27.86069652,CONDITION
400c73,rdx,1896041,3118,crash,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",0,1,3.169264,71.64179104,28.35820896,INTEGER
400c81,r15,1919663,4215,masked,<_Z7runTestiPPc>,cmp,"cmp, %edx,%r15d",1,0,3.209022,71.64179104,28.35820896,CONDITION
400b50,rdx,1930118,2507,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,3.226619,71.64179104,28.35820896,DATAXFER
400c6c,rdx,1940457,1253,masked,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%r8,4),%r15d",1,0,3.24402,71.64179104,28.35820896,DATAXFER
400c81,rax,1942112,1139,crash,<_Z7runTestiPPc>,cmp,"cmp, %edx,%r15d",0,1,3.246806,71.64179104,28.35820896,CONDITION
400c73,rdx,1966622,2663,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%r15d",1,0,3.288059,71.64179104,28.35820896,INTEGER
400b50,rdx,1974220,1363,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%rbp,%rax,1),%rdx",1,0,3.300847,71.64179104,28.35820896,DATAXFER
400c88,rax,1985117,1168,masked,<_Z7runTestiPPc>,add,"add, %r9,%rsi",1,0,3.319187,71.64179104,28.35820896,INTEGER
400c7f,rdx,2013684,1191,crash,<_Z7runTestiPPc>,sub,"sub, %ebx,%edx",0,1,3.367269,71.14427861,28.85572139,INTEGER
400c8e,rdx,2043179,4813,crash,<_Z7runTestiPPc>,add,"add, %r9,%rax",0,1,3.416912,71.14427861,28.85572139,INTEGER
400c84,rdx,2048791,3234,masked,<_Z7runTestiPPc>,cmovge,"cmovge, %r15d,%edx",1,0,3.426357,70.64676617,29.35323383,UnKnown
400c71,r15,2066507,200,masked,<_Z7runTestiPPc>,add,"add, (%rsi),%edx",1,0,3.456175,70.64676617,29.35323383,INTEGER
400c7f,rflags,2098875,1649,masked,<_Z7runTestiPPc>,sub,"sub, %ebx,%edx",1,0,3.510653,70.64676617,29.35323383,INTEGER
400b67,r15,2110764,2608,crash,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",0,1,3.530664,70.64676617,29.35323383,CONDITION
400c67,rflags,2116530,4495,masked,<_Z7runTestiPPc>,mov,"mov, 0x4(%r15,%rdi,4),%edx",1,0,3.540369,71.14427861,28.85572139,DATAXFER
400a27,rax,2128261,316,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,3.560113,70.64676617,29.35323383,INTEGER
