IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
401467,rflags,1162402,3419,masked,,,,1,0,1.66873,87.7906976744,12.2093023256
401440,xmm2,1162402,3419,masked,,,,1,0,1.66873,87.8612716763,12.1387283237
401440,r14,1173265,2169,masked,,,,1,0,1.684547,87.9310344828,12.0689655172
4013d4,xmm3,1174781,424,masked,,,,1,0,1.686755,88.0,12.0
401476,xmm3,1207934,2835,masked,,,,1,0,1.735027,88.0681818182,11.9318181818
4013f2,xmm0,1231170,2389,masked,,,,1,0,1.76886,88.1355932203,11.8644067797
401437,xmm1,1268670,1297,masked,,,,1,0,1.823462,88.202247191,11.797752809
4013fc,xmm4,1271299,4272,masked,,,,1,0,1.82729,88.2681564246,11.7318435754
4013c0,xmm3,1284518,1238,masked,,,,1,0,1.846538,88.3333333333,11.6666666667
4013e0,xmm0,1310552,4077,masked,,,,1,0,1.884445,88.3977900552,11.6022099448
4013ca,xmm0,1355553,3932,crash,,,,0,1,1.949969,88.4615384615,11.5384615385
401400,r14,1355790,3472,masked,,,,1,0,1.950314,88.5245901639,11.4754098361
4013fc,rflags,1373351,2875,masked,,,,1,0,1.975884,88.5869565217,11.4130434783
4013da,xmm2,1375219,1658,masked,,,,1,0,1.978604,88.6486486486,11.3513513514
4013c0,xmm2,1399509,3706,masked,,,,1,0,2.013971,88.7096774194,11.2903225806
401427,xmm2,1399509,3706,masked,,,,1,0,2.013971,88.7700534759,11.2299465241
4013ce,xmm0,1403963,3675,masked,,,,1,0,2.020457,88.829787234,11.170212766
4013c0,xmm2,1432013,1083,crash,,,,0,1,2.061299,88.3597883598,11.6402116402
401453,xmm3,1463787,1806,crash,,,,0,1,2.107564,88.4210526316,11.5789473684
401462,xmm0,1467694,1855,masked,,,,1,0,2.113253,88.4816753927,11.5183246073
40140d,xmm1,1486497,1491,crash,,,,0,1,2.140631,88.5416666667,11.4583333333
4013ec,xmm1,1493034,73,masked,,,,1,0,2.150149,88.0829015544,11.9170984456
40144c,xmm0,1509974,874,masked,,,,1,0,2.174815,88.1443298969,11.8556701031
401437,xmm0,1524990,1852,masked,,,,1,0,2.196679,88.2051282051,11.7948717949
40149a,r12,1553569,2643,masked,,,,1,0,2.238292,88.2653061224,11.7346938776
401404,xmm1,1559366,712,masked,,,,1,0,2.246732,88.3248730964,11.6751269036
401427,xmm3,1574556,4179,masked,,,,1,0,2.26885,88.3838383838,11.6161616162
4013f6,rflags,1577022,766,masked,,,,1,0,2.272441,88.4422110553,11.5577889447
40141d,xmm1,1578350,1521,masked,,,,1,0,2.274374,88.5,11.5
4014a4,xmm0,1584284,1862,masked,,,,1,0,2.283014,88.0597014925,11.9402985075
40141d,r12,1591730,410,crash,,,,0,1,2.293856,88.5572139303,11.4427860697
4013e6,xmm1,1624345,3445,masked,,,,1,0,2.341346,88.5572139303,11.4427860697
401400,xmm1,1653985,3933,masked,,,,1,0,2.384503,88.5572139303,11.4427860697
4013ca,xmm1,1672827,3450,masked,,,,1,0,2.411938,88.0597014925,11.9402985075
401453,xmm0,1675276,3206,masked,,,,1,0,2.415504,88.0597014925,11.9402985075
401440,xmm3,1697570,1616,masked,,,,1,0,2.447965,88.0597014925,11.9402985075
401400,xmm2,1721074,3040,crash,,,,0,1,2.482188,88.0597014925,11.9402985075
401400,xmm2,1750819,2430,crash,,,,0,1,2.525499,88.0597014925,11.9402985075
401437,xmm4,1764149,445,masked,,,,1,0,2.544908,88.0597014925,11.9402985075
4013c0,xmm0,1770298,3840,masked,,,,1,0,2.553861,88.0597014925,11.9402985075
401446,xmm2,1786302,894,masked,,,,1,0,2.577164,87.5621890547,12.4378109453
4013e0,xmm0,1801126,490,masked,,,,1,0,2.598749,87.5621890547,12.4378109453
40146b,xmm1,1811384,3924,masked,,,,1,0,2.613685,87.5621890547,12.4378109453
4013ce,xmm1,1840537,2856,masked,,,,1,0,2.656133,87.5621890547,12.4378109453
401462,xmm2,1864983,1391,masked,,,,1,0,2.691728,87.5621890547,12.4378109453
40143d,xmm0,1869022,3417,crash,,,,0,1,2.697609,88.0597014925,11.9402985075
4013fc,xmm2,1873967,617,masked,,,,1,0,2.704809,88.0597014925,11.9402985075
401404,xmm2,1909337,1937,masked,,,,1,0,2.75631,88.0597014925,11.9402985075
40140d,xmm4,1923633,4110,masked,,,,1,0,2.777126,87.5621890547,12.4378109453
401427,xmm3,1924975,230,masked,,,,1,0,2.77908,87.5621890547,12.4378109453
40147d,xmm0,1972502,500,masked,,,,1,0,2.848282,87.0646766169,12.9353233831
4014a4,xmm2,2006808,4362,crash,,,,0,1,2.898233,87.0646766169,12.9353233831
4013e6,xmm3,2033814,294,masked,,,,1,0,2.937556,87.5621890547,12.4378109453
4013c6,r14,2049654,2575,crash,,,,0,1,2.96062,88.0597014925,11.9402985075
401453,xmm1,2093660,3753,masked,,,,1,0,3.024695,88.0597014925,11.9402985075
401427,xmm1,2116427,4307,masked,,,,1,0,3.057845,88.0597014925,11.9402985075
40147d,xmm1,2171515,757,masked,,,,1,0,3.138056,87.5621890547,12.4378109453
4014a4,xmm1,2177806,71,masked,,,,1,0,3.147216,87.5621890547,12.4378109453
4014a1,xmm0,2180107,2806,masked,,,,1,0,3.150567,87.5621890547,12.4378109453
401427,xmm3,2186816,4538,masked,,,,1,0,3.160335,87.5621890547,12.4378109453
4014a4,xmm1,2190671,3074,masked,,,,1,0,3.165948,88.0597014925,11.9402985075
4013ec,xmm3,2191559,3338,masked,,,,1,0,3.167241,88.0597014925,11.9402985075
401427,xmm1,2200684,2098,masked,,,,1,0,3.180528,88.0597014925,11.9402985075
40143d,xmm0,2253306,2168,masked,,,,1,0,3.257149,87.5621890547,12.4378109453
40140d,xmm2,2264977,3288,masked,,,,1,0,3.274142,87.5621890547,12.4378109453
401414,xmm2,2277374,1509,masked,,,,1,0,3.292193,87.5621890547,12.4378109453
40145e,xmm3,2277983,567,masked,,,,1,0,3.29308,87.5621890547,12.4378109453
4013ca,xmm2,2369186,1954,masked,,,,1,0,3.425876,87.5621890547,12.4378109453
40141d,xmm3,2377309,128,masked,,,,1,0,3.437704,87.5621890547,12.4378109453
4013e6,xmm4,2377309,128,masked,,,,1,0,3.437704,88.0597014925,11.9402985075
40143d,xmm0,2406936,1490,masked,,,,1,0,3.480843,88.0597014925,11.9402985075
40145a,xmm2,2479572,1219,masked,,,,1,0,3.586605,88.0597014925,11.9402985075
4013ca,xmm3,2490401,2051,masked,,,,1,0,3.602372,88.0597014925,11.9402985075
401404,xmm0,2506132,3379,masked,,,,1,0,3.625278,88.0597014925,11.9402985075
401427,xmm1,2564619,818,masked,,,,1,0,3.710438,88.5572139303,11.4427860697
401408,xmm3,2582102,3130,masked,,,,1,0,3.735894,88.0597014925,11.9402985075
40144f,xmm1,2591374,3396,masked,,,,1,0,3.749395,88.0597014925,11.9402985075
40148e,r12,2604775,2317,masked,,,,1,0,3.768908,88.0597014925,11.9402985075
4013e0,xmm1,2609425,1802,masked,,,,1,0,3.775678,88.0597014925,11.9402985075
401431,rflags,2612568,946,masked,,,,1,0,3.780255,88.0597014925,11.9402985075
40143d,r12,2625110,2341,masked,,,,1,0,3.798516,88.0597014925,11.9402985075
4013fc,xmm1,2693298,3426,masked,,,,1,0,3.897802,88.0597014925,11.9402985075
4013d4,xmm0,2709155,3659,masked,,,,1,0,3.920891,88.0597014925,11.9402985075
40148e,xmm2,2714804,1201,masked,,,,1,0,3.929116,88.0597014925,11.9402985075
401431,xmm0,2740151,4265,masked,,,,1,0,3.966023,88.0597014925,11.9402985075
4013e0,xmm2,2753651,854,masked,,,,1,0,3.985679,88.0597014925,11.9402985075
4013da,xmm3,2814925,3593,masked,,,,1,0,4.074898,88.0597014925,11.9402985075
401431,r12,2817844,3298,masked,,,,1,0,4.079148,88.0597014925,11.9402985075
4013f6,xmm2,2829003,3798,crash,,,,0,1,4.095396,88.0597014925,11.9402985075
40140d,xmm3,2841257,2909,masked,,,,1,0,4.113239,88.0597014925,11.9402985075
4013e0,xmm2,2842174,2405,masked,,,,1,0,4.114574,88.0597014925,11.9402985075
4013d4,xmm1,2862799,2119,masked,,,,1,0,4.144605,87.5621890547,12.4378109453
40145a,xmm0,2864979,3947,masked,,,,1,0,4.147779,87.5621890547,12.4378109453
401408,xmm1,2878210,3560,masked,,,,1,0,4.167044,87.5621890547,12.4378109453
4013ce,xmm4,2932950,4033,masked,,,,1,0,4.246749,87.5621890547,12.4378109453
4013f6,xmm0,2942879,3081,masked,,,,1,0,4.261206,87.5621890547,12.4378109453
401440,xmm0,2978282,1576,masked,,,,1,0,4.312755,87.5621890547,12.4378109453
4013ce,rflags,2984255,3463,masked,,,,1,0,4.321452,88.0597014925,11.9402985075
4013e6,rflags,2987778,1924,masked,,,,1,0,4.326582,88.0597014925,11.9402985075
401421,xmm0,3052466,290,crash,,,,0,1,4.420771,88.0597014925,11.9402985075
4013d4,xmm1,3055425,2993,masked,,,,1,0,4.42508,88.5572139303,11.4427860697
4013ce,rflags,3092104,2286,masked,,,,1,0,4.478486,88.5572139303,11.4427860697
40140d,xmm2,3196559,1310,masked,,,,1,0,4.630579,88.5572139303,11.4427860697
401487,xmm4,3198614,2674,masked,,,,1,0,4.633571,88.5572139303,11.4427860697
401446,xmm4,3282791,2041,masked,,,,1,0,4.756137,88.5572139303,11.4427860697
401421,xmm3,3283369,3134,masked,,,,1,0,4.756979,88.5572139303,11.4427860697
401437,xmm4,3284936,663,masked,,,,1,0,4.759261,88.5572139303,11.4427860697
4013e6,xmm2,3286404,374,masked,,,,1,0,4.761398,88.5572139303,11.4427860697
401453,r14,3289740,4346,masked,,,,1,0,4.766256,88.5572139303,11.4427860697
401400,xmm2,3291324,3350,masked,,,,1,0,4.768562,88.5572139303,11.4427860697
40146b,xmm3,3303359,3225,masked,,,,1,0,4.786086,88.5572139303,11.4427860697
401414,xmm4,3336718,2635,masked,,,,1,0,4.834658,89.0547263682,10.9452736318
40141d,xmm2,3375909,1011,masked,,,,1,0,4.891723,89.0547263682,10.9452736318
4013f6,xmm1,3375909,1011,masked,,,,1,0,4.891723,89.0547263682,10.9452736318
401462,xmm0,3381949,4312,masked,,,,1,0,4.900517,89.0547263682,10.9452736318
4013e0,xmm2,3396502,2445,masked,,,,1,0,4.921707,89.0547263682,10.9452736318
4013e6,xmm1,3411298,3839,masked,,,,1,0,4.943251,89.0547263682,10.9452736318
4013c0,xmm1,3445456,3384,crash,,,,0,1,4.992987,89.0547263682,10.9452736318
4013c6,xmm1,3445456,3384,masked,,,,1,0,4.992987,89.552238806,10.447761194
401404,rax,3445486,3868,masked,,,,1,0,4.993031,90.0497512438,9.95024875622
401446,xmm2,3445486,3868,masked,,,,1,0,4.993031,90.0497512438,9.95024875622
401453,xmm0,3445486,3868,crash,,,,0,1,4.993031,90.5472636816,9.45273631841
4014a1,xmm0,3522697,3735,masked,,,,1,0,5.105454,90.5472636816,9.45273631841
4013c0,xmm2,3522697,3735,masked,,,,1,0,5.105454,90.5472636816,9.45273631841
4013fc,xmm4,3613820,3541,masked,,,,1,0,5.238135,90.5472636816,9.45273631841
4013ce,xmm1,3624291,794,masked,,,,1,0,5.253381,90.0497512438,9.95024875622
401404,xmm2,3638942,157,masked,,,,1,0,5.274714,90.0497512438,9.95024875622
401404,xmm0,3647919,1191,masked,,,,1,0,5.287785,90.0497512438,9.95024875622
4013f6,xmm3,3651292,2039,masked,,,,1,0,5.292696,90.0497512438,9.95024875622
40143d,xmm4,3695772,3054,crash,,,,0,1,5.357461,90.0497512438,9.95024875622
40145a,r12,3705328,3339,masked,,,,1,0,5.371375,90.0497512438,9.95024875622
40141d,xmm3,3716568,3662,masked,,,,1,0,5.387742,90.5472636816,9.45273631841
4013ca,xmm0,3716568,3662,masked,,,,1,0,5.387742,90.5472636816,9.45273631841
40147d,xmm2,3718855,2979,crash,,,,0,1,5.391072,90.5472636816,9.45273631841
4014a1,xmm1,3725093,1986,masked,,,,1,0,5.400154,90.5472636816,9.45273631841
401408,rflags,3729858,1724,masked,,,,1,0,5.407093,90.5472636816,9.45273631841
40140d,xmm1,3735497,2668,masked,,,,1,0,5.415303,90.5472636816,9.45273631841
40141d,xmm0,3761736,784,masked,,,,1,0,5.453509,91.0447761194,8.9552238806
401462,xmm0,3784672,3179,masked,,,,1,0,5.486905,91.5422885572,8.45771144279
4013e0,xmm1,3852128,3597,masked,,,,1,0,5.585125,91.5422885572,8.45771144279
401421,xmm2,3872633,2352,crash,,,,0,1,5.614981,91.5422885572,8.45771144279
4013f6,xmm1,3905338,1247,masked,,,,1,0,5.662601,91.5422885572,8.45771144279
4013e0,xmm1,3916408,4381,masked,,,,1,0,5.67872,91.5422885572,8.45771144279
401453,xmm2,3930182,2853,masked,,,,1,0,5.698776,91.0447761194,8.9552238806
4013c6,xmm2,3964796,2882,masked,,,,1,0,5.749176,91.0447761194,8.9552238806
401476,xmm0,3978566,1965,masked,,,,1,0,5.769226,91.0447761194,8.9552238806
40149a,xmm1,4011033,3574,masked,,,,1,0,5.816499,91.5422885572,8.45771144279
4013e6,xmm0,4033493,3545,masked,,,,1,0,5.849202,91.5422885572,8.45771144279
401453,xmm0,4037022,4224,crash,,,,0,1,5.854341,91.5422885572,8.45771144279
4014a1,xmm4,4038859,2762,masked,,,,1,0,5.857016,91.5422885572,8.45771144279
40140d,rflags,4059451,2544,crash,,,,0,1,5.886999,91.0447761194,8.9552238806
401414,xmm0,4081488,570,masked,,,,1,0,5.919086,91.0447761194,8.9552238806
40143d,xmm2,4088219,2216,masked,,,,1,0,5.928887,91.5422885572,8.45771144279
4013da,r14,4091036,2765,masked,,,,1,0,5.932988,91.0447761194,8.9552238806
4013e0,xmm1,4098859,3312,masked,,,,1,0,5.944379,91.5422885572,8.45771144279
401440,xmm1,4119163,2129,masked,,,,1,0,5.973943,91.5422885572,8.45771144279
401400,xmm0,4119568,1699,crash,,,,0,1,5.974532,91.5422885572,8.45771144279
40141d,rflags,4135360,1321,masked,,,,1,0,5.997527,91.5422885572,8.45771144279
40144c,xmm0,4140024,1341,masked,,,,1,0,6.004318,91.5422885572,8.45771144279
4013c0,xmm2,4144853,2139,masked,,,,1,0,6.011349,91.0447761194,8.9552238806
4013e0,xmm0,4165948,928,masked,,,,1,0,6.042064,91.0447761194,8.9552238806
4013ca,xmm0,4224337,1454,masked,,,,1,0,6.127082,91.0447761194,8.9552238806
4014a1,xmm1,4227830,2967,masked,,,,1,0,6.132168,91.0447761194,8.9552238806
40147d,xmm4,4246207,4367,crash,,,,0,1,6.158926,91.0447761194,8.9552238806
4013c0,xmm2,4263021,3946,masked,,,,1,0,6.183408,91.0447761194,8.9552238806
40149a,xmm4,4291649,683,masked,,,,1,0,6.225092,91.0447761194,8.9552238806
401440,xmm3,4291649,683,masked,,,,1,0,6.225092,91.0447761194,8.9552238806
40140d,xmm0,4291649,683,masked,,,,1,0,6.225092,91.0447761194,8.9552238806
401404,xmm2,4319203,4419,masked,,,,1,0,6.265212,91.0447761194,8.9552238806
401487,xmm2,4319691,730,masked,,,,1,0,6.265923,90.5472636816,9.45273631841
4013ec,xmm1,4330627,4092,masked,,,,1,0,6.281846,90.5472636816,9.45273631841
401462,xmm4,4379227,2942,masked,,,,1,0,6.352611,90.5472636816,9.45273631841
4013e0,xmm4,4386850,2224,masked,,,,1,0,6.36371,90.5472636816,9.45273631841
4013ec,xmm0,4386850,2224,masked,,,,1,0,6.36371,90.5472636816,9.45273631841
40145a,xmm0,4397545,1792,masked,,,,1,0,6.379283,90.5472636816,9.45273631841
401408,xmm3,4401307,3135,crash,,,,0,1,6.384761,90.0497512438,9.95024875622
401467,xmm0,4403856,2686,masked,,,,1,0,6.388472,90.0497512438,9.95024875622
4014a4,r14,4407563,408,masked,,,,1,0,6.39387,90.0497512438,9.95024875622
4013f2,xmm0,4407563,408,masked,,,,1,0,6.39387,90.0497512438,9.95024875622
4013c6,xmm0,4410764,3297,masked,,,,1,0,6.39853,90.0497512438,9.95024875622
4013c6,xmm4,4513601,1351,masked,,,,1,0,6.548267,90.0497512438,9.95024875622
40148e,rflags,4529063,2570,masked,,,,1,0,6.570781,90.0497512438,9.95024875622
401421,xmm0,4529198,3021,masked,,,,1,0,6.570977,89.552238806,10.447761194
401404,xmm3,4532729,838,masked,,,,1,0,6.576118,89.552238806,10.447761194
401437,xmm2,4533998,3679,masked,,,,1,0,6.577966,89.0547263682,10.9452736318
4013c0,xmm0,4544257,4147,masked,,,,1,0,6.592904,89.0547263682,10.9452736318
401414,xmm3,4556401,2150,masked,,,,1,0,6.610586,89.0547263682,10.9452736318
40145e,xmm0,4559159,1484,masked,,,,1,0,6.614602,89.0547263682,10.9452736318
4013c0,xmm2,4584756,1740,masked,,,,1,0,6.651873,89.0547263682,10.9452736318
401440,xmm1,4588329,2910,masked,,,,1,0,6.657075,89.552238806,10.447761194
40141d,xmm0,4590654,161,masked,,,,1,0,6.660461,89.0547263682,10.9452736318
401453,xmm0,4590654,161,crash,,,,0,1,6.660461,89.0547263682,10.9452736318
4014a4,xmm1,4595945,55,masked,,,,1,0,6.668165,89.0547263682,10.9452736318
40144c,xmm3,4649001,614,masked,,,,1,0,6.745417,89.0547263682,10.9452736318
401431,xmm2,4664903,3051,masked,,,,1,0,6.768571,89.0547263682,10.9452736318
401427,xmm3,4669785,2499,masked,,,,1,0,6.77568,89.0547263682,10.9452736318
4013ce,xmm0,4670464,3320,masked,,,,1,0,6.776668,88.5572139303,11.4427860697
401404,xmm2,4691564,3451,masked,,,,1,0,6.807391,88.5572139303,11.4427860697
401453,xmm3,4709906,2182,masked,,,,1,0,6.834098,88.5572139303,11.4427860697
40149a,xmm0,4727008,1053,masked,,,,1,0,6.859,88.5572139303,11.4427860697
401431,r12,4731850,3942,masked,,,,1,0,6.86605,89.0547263682,10.9452736318
401446,xmm1,4762697,4292,masked,,,,1,0,6.910965,89.0547263682,10.9452736318
401467,xmm1,4769305,1577,masked,,,,1,0,6.920587,89.0547263682,10.9452736318
401446,xmm2,4826159,1431,masked,,,,1,0,7.003369,89.0547263682,10.9452736318
4013ec,xmm3,4828885,1765,masked,,,,1,0,7.007338,88.5572139303,11.4427860697
4014a4,xmm3,4851187,1823,masked,,,,1,0,7.039811,88.5572139303,11.4427860697
401408,xmm0,4856579,4007,masked,,,,1,0,7.047663,88.5572139303,11.4427860697
4014a1,xmm0,4860243,3695,masked,,,,1,0,7.052998,88.5572139303,11.4427860697
40148e,xmm4,4864858,1098,masked,,,,1,0,7.059717,88.0597014925,11.9402985075
4013ca,xmm3,4898164,3425,masked,,,,1,0,7.108213,88.0597014925,11.9402985075
40148e,xmm0,4912959,2125,masked,,,,1,0,7.129755,87.5621890547,12.4378109453
40144c,r12,4916869,1225,masked,,,,1,0,7.135448,87.5621890547,12.4378109453
40141d,xmm0,4927290,460,masked,,,,1,0,7.150622,87.5621890547,12.4378109453
40145a,xmm1,4952589,2453,masked,,,,1,0,7.187459,87.5621890547,12.4378109453
401437,xmm3,4954582,515,masked,,,,1,0,7.19036,87.5621890547,12.4378109453
4013ca,xmm4,4956722,3702,masked,,,,1,0,7.193476,87.5621890547,12.4378109453
4013da,xmm4,4963491,1181,masked,,,,1,0,7.203332,87.5621890547,12.4378109453
4014a4,xmm4,4994812,2438,masked,,,,1,0,7.248938,87.5621890547,12.4378109453
401453,xmm1,5007449,264,masked,,,,1,0,7.267338,88.0597014925,11.9402985075
401467,xmm4,5019903,3352,masked,,,,1,0,7.285472,87.5621890547,12.4378109453
40148e,xmm2,5037831,3274,masked,,,,1,0,7.311576,87.5621890547,12.4378109453
401431,xmm4,5041718,1325,masked,,,,1,0,7.317235,87.5621890547,12.4378109453
40144f,xmm1,5055512,4084,masked,,,,1,0,7.33732,88.0597014925,11.9402985075
40145e,xmm4,5056671,2062,masked,,,,1,0,7.339008,88.0597014925,11.9402985075
4013f2,xmm1,5084039,3120,masked,,,,1,0,7.378857,88.0597014925,11.9402985075
4013ca,r12,5110600,4023,crash,,,,0,1,7.417532,88.0597014925,11.9402985075
401427,xmm0,5120896,3525,masked,,,,1,0,7.432523,88.0597014925,11.9402985075
401440,xmm0,5164285,3367,masked,,,,1,0,7.4957,87.5621890547,12.4378109453
40149a,xmm3,5209920,2540,masked,,,,1,0,7.562147,87.5621890547,12.4378109453
401446,xmm2,5211365,2486,masked,,,,1,0,7.564251,87.5621890547,12.4378109453
40140d,xmm1,5224435,4433,masked,,,,1,0,7.583282,88.0597014925,11.9402985075
401414,xmm0,5224435,4433,masked,,,,1,0,7.583282,88.0597014925,11.9402985075
4013ca,xmm0,5250014,915,masked,,,,1,0,7.620526,87.5621890547,12.4378109453
401400,xmm4,5250014,915,masked,,,,1,0,7.620526,87.5621890547,12.4378109453
4013e6,xmm4,5250014,915,masked,,,,1,0,7.620526,88.0597014925,11.9402985075
401421,xmm3,5345335,3715,masked,,,,1,0,7.759319,88.0597014925,11.9402985075
4014a1,xmm1,5358444,2956,masked,,,,1,0,7.778407,88.0597014925,11.9402985075
401414,xmm4,5360369,3516,masked,,,,1,0,7.781209,88.0597014925,11.9402985075
40148e,r14,5362715,2870,masked,,,,1,0,7.784625,88.0597014925,11.9402985075
40147d,xmm0,5371695,4316,masked,,,,1,0,7.797701,88.0597014925,11.9402985075
40144c,xmm0,5385741,2538,masked,,,,1,0,7.818153,88.0597014925,11.9402985075
4014a1,r14,5387503,2493,masked,,,,1,0,7.820718,88.5572139303,11.4427860697
