IP,CrashOnSameIP,count
0x405471,3.8461538461538463,26
0x405479,15.384615384615385,26
0x40547f,7.894736842105263,38
0x405483,0.0,23
0x405487,11.428571428571429,35
0x405493,17.857142857142858,28
0x405497,20.833333333333332,24
0x4054e5,0.0,1
0x4054eb,0.0,2
0x4054f0,0.0,1
0x4054f4,0.0,2
0x405508,24.242424242424242,33
0x405510,8.695652173913043,23
0x405516,12.903225806451612,31
0x40551b,8.333333333333334,24
0x40551f,6.0606060606060606,33
0x405523,0.0,22
0x40552b,23.80952380952381,21
0x405530,6.0606060606060606,33
0x405534,14.285714285714286,28
0x40553c,8.695652173913043,23
0x405543,10.526315789473685,19
0x405547,4.166666666666667,24
0x40554f,20.0,25
0x405555,16.0,25
0x405559,17.647058823529413,17
0x405561,17.24137931034483,29
0x405567,18.51851851851852,27
0x40556b,21.05263157894737,19
0x40556f,9.090909090909092,22
0x40557b,13.333333333333334,30
0x40557f,14.705882352941176,34
0x405594,0.0,1
0x4055c7,0.0,1
0x4055f0,13.793103448275861,29
0x4055f8,12.0,25
0x405600,16.666666666666668,24
0x405605,6.25,16
0x40560b,10.0,30
0x40560f,17.24137931034483,29
0x405617,16.666666666666668,30
0x40561c,20.689655172413794,29
0x405620,20.0,25
0x405628,10.344827586206897,29
0x40562f,22.22222222222222,36
0x405633,38.095238095238095,21
0x40563b,6.451612903225806,31
0x405641,17.647058823529413,34
0x405645,21.73913043478261,23
0x40564d,14.285714285714286,28
0x405653,5.714285714285714,35
0x405657,6.666666666666667,30
0x40565f,16.666666666666668,18
0x405665,21.428571428571427,28
0x405669,4.0,25
0x40566d,6.666666666666667,30
0x405679,9.523809523809524,21
0x40567d,12.0,25
0x40568f,0.0,1
0x405693,0.0,1
0x40569a,0.0,1
0x4056b5,0.0,2
0x4056f0,3.3333333333333335,30
0x4056f8,11.11111111111111,18
0x405700,8.333333333333334,24
0x405705,17.24137931034483,29
0x40570b,10.256410256410257,39
0x40570f,0.0,17
0x405717,3.125,32
0x40571c,8.0,25
0x405720,12.5,24
0x405728,8.695652173913043,23
0x40572f,11.11111111111111,27
0x405733,13.636363636363637,22
0x40573b,9.523809523809524,21
0x405741,11.11111111111111,27
0x405745,8.0,25
0x40574d,4.166666666666667,24
0x405753,3.4482758620689653,29
0x405757,12.5,24
0x40575f,5.882352941176471,34
0x405765,0.0,25
0x405769,16.666666666666668,24
0x405771,13.333333333333334,15
0x405777,4.444444444444445,45
0x40577b,3.8461538461538463,26
0x40577f,9.090909090909092,22
0x40578b,5.555555555555555,18
0x40578f,10.526315789473685,19
0x4057a8,0.0,1
0x4057ac,0.0,2
0x4057d6,0.0,1
0x4057ed,100.0,1
0x4057ff,0.0,2
0x405808,4.166666666666667,24
0x405810,16.666666666666668,24
0x405818,18.181818181818183,22
0x40581d,14.285714285714286,28
0x405824,14.814814814814815,27
0x405828,13.043478260869565,23
0x405830,3.0303030303030303,33
0x405836,16.666666666666668,24
0x40583a,12.903225806451612,31
0x405842,15.0,20
0x405848,0.0,18
0x40584c,10.714285714285714,28
0x405854,6.451612903225806,31
0x40585a,11.764705882352942,17
0x40585e,13.88888888888889,36
0x405866,10.0,20
0x40586c,14.814814814814815,27
0x405870,0.0,25
0x405874,12.5,16
0x405880,14.285714285714286,21
0x405884,4.761904761904762,21
0x4058ac,0.0,1
0x4058d8,0.0,1
0x4058dd,0.0,1
0x4058e2,0.0,1
0x405900,8.0,25
0x405908,18.51851851851852,27
0x405910,10.714285714285714,28
0x405915,20.0,30
0x40591b,6.896551724137931,29
0x40591f,12.5,24
0x405927,11.764705882352942,17
0x40592c,11.11111111111111,18
0x405930,11.428571428571429,35
0x405938,20.0,20
0x40593f,4.545454545454546,22
0x405943,12.5,32
0x40594b,11.11111111111111,18
0x405951,11.538461538461538,26
0x405955,14.285714285714286,21
0x40595d,9.67741935483871,31
0x405963,9.67741935483871,31
0x405967,6.896551724137931,29
0x40596f,7.142857142857143,28
0x405975,4.761904761904762,21
0x405979,14.285714285714286,28
0x405981,10.714285714285714,28
0x405987,12.0,25
0x40598b,13.793103448275861,29
0x405991,6.451612903225806,31
0x405995,10.714285714285714,28
0x4059a1,8.333333333333334,36
0x4059a5,9.090909090909092,33
0x4059b2,0.0,1
0x4059c2,100.0,1
0x4059d8,0.0,1
0x4059f9,0.0,1
0x4059fe,0.0,1
0x405a0a,0.0,1
0x405a1a,100.0,1
0x405a20,8.695652173913043,23
0x405a25,5.128205128205129,39
0x405a2a,3.8461538461538463,26
0x405a32,21.73913043478261,23
0x405a39,7.6923076923076925,39
0x405a41,10.714285714285714,28
0x405a45,23.529411764705884,17
0x405a4b,18.181818181818183,22
0x405a51,17.857142857142858,28
0x405a59,4.166666666666667,24
0x405a5d,20.689655172413794,29
0x405a63,8.333333333333334,24
0x405a69,13.636363636363637,22
0x405a71,10.526315789473685,19
0x405a75,7.407407407407407,27
0x405a79,6.896551724137931,29
0x405a84,19.047619047619047,21
0x405a88,13.88888888888889,36
0x405aa0,4.3478260869565215,23
0x405aa5,8.0,25
0x405aaa,16.666666666666668,18
0x405ab0,17.857142857142858,28
0x405ab6,3.8461538461538463,26
0x405abe,10.344827586206897,29
0x405aca,20.689655172413794,29
0x405ace,0.0,24
0x405af3,0.0,1
0x405b07,0.0,1
0x405b0d,0.0,1
0x405b18,3.3333333333333335,30
0x405b1c,15.384615384615385,39
0x405b20,13.793103448275861,29
0x405b23,0.0,3
0x405b26,3.8461538461538463,26
0x405b2a,12.5,24
0x405b38,0.0,1
0x405b5f,0.0,1
0x405b70,5.2631578947368425,19
0x405b7c,20.0,10
0x405b7f,3.0303030303030303,33
0x405b85,5.555555555555555,18
0x405b8d,3.4482758620689653,29
0x405b93,16.0,25
0x405b9c,0.0,21
0x405ba4,14.285714285714286,21
0x405bae,17.391304347826086,23
0x405bb3,9.090909090909092,22
0x405bb7,11.11111111111111,36
0x405bc5,16.666666666666668,24
0x405bc9,15.789473684210526,19
0x405bcd,25.0,24
0x405bd2,11.11111111111111,18
0x405bd9,0.0,2
0x405bfb,0.0,1
0x405c48,17.647058823529413,17
0x405c4d,8.333333333333334,24
0x405c51,18.181818181818183,22
0x405c56,4.166666666666667,24
0x405c5c,18.181818181818183,22
0x405c60,19.047619047619047,21
0x405c68,0.0,1
0x405c8f,0.0,2
0x405c98,0.0,1
0x405ce0,0.0,1
0x405d21,0.0,1
0x405d33,0.0,1
0x4060cf,0.0,1
